CommentID,topic_name,confidence
1616458059938494,quyen loi bao hiem,1.0
1616458059938494,bao hiem ung thu,1.0
1616518883265745,tu van bao hiem,1.0
1616518883265745,lua chon bao hiem,1.0
1616521656598801,boi thuong,1.0
1616521656598801,dich vu,1.0
1616526489931651,tu van bao hiem,1.0
1616528533264780,bao hiem nhan tho,1.0
1616528533264780,bao hiem suc khoe,1.0
1616530953264538,ngan hang,1.0
1616530953264538,lien he,1.0
1616531903264443,bao hiem suc khoe,1.0
1616531903264443,quyen loi bao hiem,1.0
1616531903264443,tai tuc tron doi,1.0
1616531903264443,vien phi,1.0
1616538206597146,bao hiem suc khoe,1.0
1616538206597146,bao hiem tai chinh,1.0
1616538206597146,tu van bao hiem,1.0
1616544359929864,bao hiem suc khoe,1.0
1616544359929864,bao hiem tai chinh,1.0
1616544359929864,bao hiem nhan tho,1.0
1616545486596418,spam,1.0
1616546323263001,spam,1.0
1616546713262962,bao hiem chung,1.0
1616546713262962,marketing,1.0
1616561383261495,spam,1.0
1616567103260923,spam,1.0
1616572353260398,spam,1.0
1616572353260398,tu van vien,1.0
1616573306593636,spam,1.0
1616573306593636,tu van vien,1.0
1616573306593636,san pham bao hiem,1.0
1616573306593636,quyen loi bao hiem,1.0
1616573489926951,spam,1.0
1616575489926751,spam,1.0
1616575489926751,tu van vien,1.0
1616575489926751,san pham bao hiem,1.0
1616575489926751,quyen loi bao hiem,1.0
1616575489926751,bao hiem thai san,1.0
1616575489926751,the suc khoe,1.0
1616575629926737,spam,1.0
1616575629926737,tu van vien,1.0
1616575629926737,san pham bao hiem,1.0
1616575629926737,quyen loi bao hiem,1.0
1616575629926737,bao hiem suc khoe,1.0
1616575629926737,bao hiem ung thu,1.0
1616589739925326,lien he,1.0
1616632423254391,lien he,1.0
1616632423254391,tu van,1.0
1616646933252940,lien he,1.0
1616646933252940,tu van,1.0
1616661646584802,lien he,1.0
1616661646584802,tu van,1.0
1616661646584802,bao viet,1.0
1616697113247922,san pham,1.0
1616697113247922,xanh phu quy flex,1.0
1616697113247922,the bao hiem,1.0
1616697113247922,chi phi,1.0
1616707076580259,san pham va giai phap,1.0
1616707076580259,quyen loi bao hiem,1.0
1616707076580259,bao hiem suc khoe,1.0
1616753796575587,dich vu tu van,1.0
1617062816544685,dich vu tu van,1.0
1617155529868747,dich vu tu van,1.0
1617155529868747,san pham va giai phap,1.0
1618003566450610,dich vu tu van,1.0
28558717563740646,san pham nhan tho,1.0
28558717563740646,the suc khoe,1.0
28558717563740646,bao hiem thai san,1.0
28558717563740646,so sanh bao hiem,1.0
28558727000406369,san pham va giai phap,1.0
28558727000406369,bao hiem suc khoe,1.0
28558727000406369,bao hiem nhan tho,1.0
28558850650394004,dich vu tu van,1.0
28558903977055338,dich vu tu van,1.0
28558911553721247,dich vu tu van,1.0
28558912590387810,dich vu tu van,1.0
28558912590387810,san pham va giai phap,1.0
28558925367053199,san pham va giai phap,1.0
28558925367053199,bao hiem tich luy,1.0
28558925367053199,the suc khoe,1.0
28558934630385606,dich vu tu van,1.0
28558934630385606,bao hiem nhan tho,1.0
28558947127051023,dich vu tu van,1.0
28558957353716667,dich vu tu van,1.0
28558961470382922,dich vu tu van,1.0
28558996820379387,muon tu van,1.0
28559587550320314,muon tu van,1.0
28559589583653444,muon tu van,1.0
28559687786976957,tu van,1.0
28559763873636015,bao hiem suc khoe,1.0
28559763873636015,san pham aia,1.0
28559763873636015,phi bao hiem,1.0
28559865300292539,tu van bao hiem,1.0
28559865300292539,san pham prudential,1.0
28560198336925902,tu van,1.0
28560289783583424,bao hiem gen,1.0
28560289783583424,tu van bao hiem,1.0
28560808063531596,san pham moi,1.0
28560808063531596,bao viet nhan tho,1.0
28561302600148809,the suc khoe,1.0
28561302600148809,bao ve tron doi,1.0
28561302600148809,aia,1.0
28561302600148809,vien phi,1.0
28561561310122938,spam,1.0
28561727226773013,spam,1.0
28561727226773013,uu dai,1.0
28562103496735386,dich vu tu van,1.0
28562103496735386,luat bao hiem,1.0
28562103496735386,chi tra bao hiem,1.0
28562589053353497,so sanh bao hiem,1.0
28562589053353497,san pham bao hiem,1.0
28562589053353497,phi bao hiem,1.0
28562589053353497,tu van bao hiem,1.0
28562617130017356,spam,1.0
28562671306678605,liên hệ,1.0
28562854353326967,liên hệ,1.0
28562854353326967,số điện thoại,1.0
28565724179706651,bảo hiểm nhân thọ,1.0
28565724179706651,bảo hiểm sức khỏe,1.0
28565724179706651,quyền lợi bảo hiểm,1.0
28565724179706651,aia,1.0
28566690606276675,dai-ichi life,1.0
28566690606276675,liên hệ,1.0
28567047882907614,san pham va giai phap,1.0
28567047882907614,bao hiem suc khoe,1.0
28567047882907614,bao hiem benh hiem ngheo,1.0
28574593048819764,kinh nghiem su dung,1.0
28560093976936338,san pham va giai phap,1.0
28560297993582603,san pham va giai phap,1.0
28560297993582603,bao hiem suc khoe,1.0
28560297993582603,quyen loi bao hiem,1.0
28560297993582603,bao hiem thai san,1.0
28560310943581308,san pham va giai phap,1.0
28560310943581308,bao hiem nhan tho,1.0
28560310943581308,bao hiem suc khoe,1.0
28560310943581308,bao hiem thai san,1.0
28560310943581308,so sanh bao hiem,1.0
28560312920247777,san pham va giai phap,1.0
28560312920247777,bao hiem nhan tho,1.0
28560312920247777,bao hiem suc khoe,1.0
28560312920247777,quyen loi bao hiem,1.0
28560372540241815,spam,1.0
28560631810215888,spam,1.0
28560716543540748,san pham va giai phap,1.0
28560716543540748,dich vu tu van,1.0
28560804736865262,san pham va giai phap,1.0
28560804736865262,bao hiem nhan tho,1.0
28561075186838217,bao hiem suc khoe,1.0
28561075186838217,tu van bao hiem,1.0
28561075186838217,lua chon san pham,1.0
28561075186838217,chi phi bao hiem,1.0
28561075186838217,dieu khoan bao hiem,1.0
28561155736830162,spam,1.0
28561275096818226,spam,1.0
28562607883351614,spam,1.0
28562607883351614,cathaylife,1.0
28563620679917001,spam,1.0
28563620679917001,generali,1.0
28563620679917001,bao hiem nhan tho,1.0
28566695286276207,spam,1.0
28567101276235608,spam,1.0
28567101276235608,bao hiem suc khoe,1.0
28567101276235608,bao hiem benh hiem ngheo,1.0
28575996962012706,spam,1.0
28575996962012706,tu van bao hiem,1.0
28575996962012706,uy tin tu van vien,1.0
28577036195242116,spam,1.0
28577036195242116,tu van bao hiem,1.0
28577036195242116,uy tin tu van vien,1.0
28587042247574844,spam,1.0
28573696998909369,manulife,1.0
28573696998909369,lien he tu van,1.0
28573704922241910,lien he tu van,1.0
28573705152241887,spam,1.0
28573705152241887,tu van bao hiem,1.0
28573705152241887,bao hiem nhan tho,1.0
28573705152241887,bao hiem phi nhan tho,1.0
28573715195574216,san pham bao hiem,1.0
28573715195574216,bao hiem lien ket dau tu,1.0
28573715195574216,daiichi,1.0
28573717572240645,spam,1.0
28573717572240645,tu van bao hiem,1.0
28573727955572940,spam,1.0
28573727955572940,san pham bao hiem,1.0
28573727955572940,manulife,1.0
28573755662236836,spam,1.0
28573755662236836,generali,1.0
28573758045569931,liên hệ,1.0
28573764182235984,tư vấn sản phẩm,1.0
28573764182235984,generali,1.0
28573801785565557,sản phẩm mới,1.0
28573801785565557,aia,1.0
28573801785565557,ilp,1.0
28573881042224298,sản phẩm,1.0
28573881042224298,manulife,1.0
28573881042224298,phú quý flex,1.0
28573881042224298,xanh tương lai,1.0
28573902425555493,tu van bao hiem,1.0
28573902425555493,lien he,1.0
28573910598888009,san pham moi,1.0
28573910598888009,bao hiem lien ket dau tu,1.0
28573910598888009,tu van bao hiem,1.0
28573947642217638,bao hiem lien ket dau tu,1.0
28573947642217638,tu van bao hiem,1.0
28573957332216669,tu van bao hiem,1.0
28573957332216669,bao hiem nhan tho,1.0
28573957332216669,bao hiem phi nhan tho,1.0
28573957332216669,lua chon giai phap,1.0
28574026375543098,giao tiep,1.0
28574044002208002,san pham bao hiem,1.0
28574044002208002,tu van bao hiem,1.0
28574065605539175,giao tiep,1.0
28574208565524879,san pham bao hiem,1.0
28574208565524879,tu van bao hiem,1.0
28574234855522250,tu van bao hiem,1.0
28574427878836281,manulife,1.0
28574427878836281,san pham bao hiem,1.0
28574480082164394,chubb life,1.0
28574480082164394,tu van bao hiem,1.0
28574496785496057,aia,1.0
28574496785496057,tu van bao hiem,1.0
28574691188809950,manulife,1.0
28574691188809950,san pham bao hiem,1.0
28575541202058282,manulife,1.0
28575541202058282,san pham bao hiem,1.0
28580025924943143,tu van bao hiem,1.0
28580025924943143,kinh nghiem tu van,1.0
28580025924943143,chi tra bao hiem,1.0
28580110771601325,tu van bao hiem,1.0
28580151728263896,thiet ke goi bao hiem,1.0
28580151728263896,tu van bao hiem,1.0
28580205804925155,san pham va giai phap,1.0
28580205804925155,bao hiem benh hiem ngheo,1.0
28580205804925155,bao hiem tai nan,1.0
28580395128239556,tu van bao hiem,1.0
28580429814902754,san pham va giai phap,1.0
28580429814902754,bao hiem suc khoe,1.0
28580429814902754,bao hiem nhan tho,1.0
28580429814902754,bao hiem thai san,1.0
28580431238235945,san pham va giai phap,1.0
28580431238235945,bao hiem suc khoe,1.0
28580431238235945,bao hiem nhan tho,1.0
28580431238235945,quyen loi bao hiem,1.0
28584881461124256,dich vu tu van,1.0
28584881461124256,bao hiem generali,1.0
28585151171097285,dich vu tu van,1.0
28585151171097285,bao hiem bao viet,1.0
28585346711077731,dich vu tu van,1.0
28585347331077669,tu van bao hiem,1.0
28585347957744273,tu van bao hiem,1.0
28585348767744192,tu van bao hiem,1.0
28585349141077488,tu van bao hiem,1.0
28585350014410734,tu van bao hiem,1.0
28585351211077281,tu van bao hiem,1.0
28585351211077281,lien he,1.0
28585351711077231,tu van bao hiem,1.0
28585351711077231,lien he,1.0
28585352601077142,tu van bao hiem,1.0
28585352601077142,lien he,1.0
28585353824410353,tu van bao hiem,1.0
28585353824410353,lien he,1.0
28585354461076956,tu van bao hiem,1.0
28585354461076956,lien he,1.0
28585354894410246,tu van bao hiem,1.0
28585354894410246,lien he,1.0
28585355807743488,tu van bao hiem,1.0
28585355807743488,lien he,1.0
28585356164410119,tu van bao hiem,1.0
28585356164410119,lien he,1.0
28585357084410027,tu van bao hiem,1.0
28585357084410027,lien he,1.0
28585357991076603,tu van bao hiem,1.0
28585421494403586,bao hiem suc khoe,1.0
28585421494403586,bao hiem noi tru,1.0
28585421494403586,msig,1.0
28585426464403089,lien he,1.0
28585585341053868,lien he,1.0
28585596201052782,phan hoi,1.0
28586567330955669,tương tác cá nhân,1.0
28587029744242761,spam,1.0
28587029744242761,tư vấn bảo hiểm,1.0
28587148014230934,spam,1.0
28587148014230934,tư vấn bảo hiểm,1.0
1745676156639708,quyền lợi bảo hiểm,1.0
1745676156639708,thẻ bảo hiểm,1.0
1745676156639708,tái tục,1.0
1745689983304992,phi bao hiem,1.0
1745689983304992,phan loai the,1.0
1745689983304992,tuoi tham gia,1.0
1745696243304366,phi bao hiem,1.0
1745696243304366,tang phi,1.0
1745696243304366,dieu khoan hop dong,1.0
1745696973304293,the tiet kiem,1.0
1745696973304293,phi bao hiem,1.0
1745696973304293,tuoi tham gia,1.0
1745697079970949,tu van,1.0
1745697079970949,hop dong dien tu,1.0
1745697079970949,quyen loi,1.0
1745697079970949,phi bao hiem,1.0
1745702986637025,hop dong dien tu,1.0
1745702986637025,app bao hiem,1.0
1745702986637025,quyen loi,1.0
1745702986637025,phi bao hiem,1.0
1745703773303613,tu van,1.0
1745703773303613,generali,1.0
1745703773303613,lien he,1.0
1745707149969942,san pham va giai phap,1.0
1745707149969942,quyen loi bao hiem,1.0
1745707149969942,phi bao hiem,1.0
1745736836633640,dich vu tu van,1.0
1745740706633253,dich vu tu van,1.0
1745740706633253,hop dong dien tu,1.0
1745784659962191,hop dong dien tu,1.0
1745784659962191,san pham va giai phap,1.0
1745921393281851,ho tro khach hang,1.0
1746066456600678,san pham bao hiem,1.0
1746066456600678,the cham soc suc khoe,1.0
1746066456600678,generali,1.0
1746066456600678,tu van,1.0
1745672816640042,san pham va giai phap,1.0
1745672816640042,bao hiem suc khoe,1.0
1745672816640042,quy trinh tham dinh,1.0
1745708673303123,bao hiem suc khoe,1.0
1745708673303123,benh hiem ngheo,1.0
1745708673303123,tham dinh ho so,1.0
1745708673303123,dai-ichi,1.0
1745708673303123,tu van bao hiem,1.0
1745717596635564,tham dinh ho so,1.0
1745717596635564,benh hiem ngheo,1.0
1745717596635564,thoi gian cho,1.0
1745737513300239,benh hiem ngheo,1.0
1745737513300239,bao hiem nhan tho,1.0
1745737513300239,bao hiem suc khoe,1.0
1745737513300239,tu van bao hiem,1.0
1745776999962957,tham dinh ho so,1.0
1745776999962957,benh hiem ngheo,1.0
1745776999962957,thoi gian cho,1.0
1745776999962957,ho so y te,1.0
1745776999962957,tu van bao hiem,1.0
1745783153295675,bao hiem nhan tho,1.0
1745783153295675,benh hiem ngheo,1.0
1745783153295675,manulife,1.0
1746096019931055,tu van,1.0
1746109299929727,tu van,1.0
1746109299929727,the suc khoe,1.0
1745670526640271,tu van,1.0
1745670673306923,tu van,1.0
1745670673306923,kinh nghiem,1.0
1745670893306901,tu van,1.0
1745670893306901,so sanh san pham,1.0
1745684969972160,spam,1.0
1745684969972160,tu van,1.0
1745695306637793,spam,1.0
1745695306637793,tu van,1.0
1745706909969966,spam,1.0
1745706909969966,tu van,1.0
1745706909969966,kinh nghiem,1.0
1745706909969966,boi thuong,1.0
1745750539965603,spam,1.0
1745750539965603,tu van,1.0
1745761439964513,thong tin ca nhan,1.0
1745769533297037,tu van bao hiem,1.0
1745769533297037,bao hiem suc khoe,1.0
1745769533297037,lua chon san pham,1.0
1745773583296632,tu van bao hiem,1.0
1745773583296632,bao hiem nhan tho,1.0
1745774193296571,cam on,1.0
1745774366629887,tu van bao hiem,1.0
1745781456629178,cam on,1.0
1745786723295318,tu van bao hiem,1.0
1745786723295318,dai ly bao hiem,1.0
1746095809931076,tu van bao hiem,1.0
1746109629929694,tu van bao hiem,1.0
1746109629929694,dai ly bao hiem,1.0
1745765396630784,quan tam,1.0
1745787176628606,bao hiem thai san,1.0
1745787176628606,boi thuong,1.0
1745787176628606,quy trinh boi thuong,1.0
1745787176628606,dieu khoan bao hiem,1.0
1745787176628606,chi phi y te,1.0
1745806883293302,quyen loi thai san,1.0
1745806883293302,dieu khoan bao hiem,1.0
1745806883293302,pham vi bao hiem,1.0
1745812746626049,quyen loi thai san,1.0
1745812746626049,dieu khoan bao hiem,1.0
1745812746626049,boi thuong,1.0
1745812746626049,loai tru,1.0
1745813433292647,dich vu tu van,1.0
1746105036596820,spam,1.0
1746488949891762,tu van bao hiem,1.0
1746488949891762,bao hiem tre em,1.0
1746488949891762,dieu khoan loai tru,1.0
1746488949891762,tai tuc bao hiem,1.0
1746493683224622,bao hiem nhan tho,1.0
1746493683224622,the cham soc suc khoe,1.0
1746493683224622,daiichi,1.0
1746497033224287,bao hiem tre em,1.0
1746497033224287,sun life,1.0
1746497033224287,quyen loi bao hiem,1.0
1746497033224287,thoi gian cho,1.0
1746501156557208,bao hiem nhan tho,1.0
1746501156557208,bao hiem tre em,1.0
1746501156557208,dieu khoan loai tru,1.0
1746501156557208,aia,1.0
1746505593223431,san pham va giai phap,1.0
1746505593223431,phi bao hiem,1.0
1746505593223431,quyen loi bao hiem,1.0
1746505593223431,bao hiem tre em,1.0
1746511626556161,thời gian chờ,1.0
1746511626556161,bảo lãnh viện phí,1.0
1746511626556161,bảo hiểm sức khỏe,1.0
1746511626556161,daiichi,1.0
1746537763220214,bao hiem suc khoe,1.0
1746537763220214,bao hiem tre em,1.0
1746537763220214,quyen loi bao hiem,1.0
1746537763220214,phi bao hiem,1.0
1746654453208545,tu van bao hiem,1.0
1746654453208545,bao hiem suc khoe tre em,1.0
1745919033282087,bao hiem tre em,1.0
1745919033282087,bao hiem suc khoe,1.0
1745932003280790,bao hiem suc khoe,1.0
1745933379947319,bao hiem suc khoe,1.0
1745933673280623,thieu men g6pd,1.0
1745933673280623,bao hiem tre em,1.0
1745933673280623,bao hiem suc khoe,1.0
1745933673280623,tham dinh suc khoe,1.0
1745937373280253,thieu men g6pd,1.0
1745937373280253,bao hiem tre em,1.0
1745937373280253,bao hiem suc khoe,1.0
1745937373280253,quyen loi ngoai tru,1.0
1745937373280253,quyen loi noi tru,1.0
1745937373280253,phi bao hiem,1.0
1745974803276510,the suc khoe,1.0
1745974803276510,bao hiem tre em,1.0
1745974803276510,generali,1.0
1745974803276510,bao lanh vien phi,1.0
1745978139942843,the suc khoe,1.0
1745978139942843,bao hiem tre em,1.0
1745978139942843,sun life,1.0
1745978139942843,thoi gian cho,1.0
1745978139942843,dong chi tra,1.0
1745978139942843,tai tuc,1.0
1745978139942843,bao lanh vien phi,1.0
1745978743276116,the suc khoe,1.0
1745978743276116,bao hiem tre em,1.0
1745978743276116,dai ichi,1.0
1745978743276116,benh bam sinh,1.0
1745978743276116,bao lanh vien phi,1.0
1745978743276116,phi bao hiem,1.0
1745910886616235,bao hiem suc khoe,1.0
1745910886616235,bao hiem nhan tho,1.0
1745910886616235,nguoi lon tuoi,1.0
1745911839949473,the suc khoe,1.0
1745911839949473,aia,1.0
1745911839949473,tu van bao hiem,1.0
1745912313282759,bao hiem nhan tho,1.0
1745912313282759,the suc khoe,1.0
1745912689949388,bảo hiểm nhân thọ,1.0
1745912689949388,thẻ bảo hiểm,1.0
1745912689949388,aia,1.0
1745924493281541,bao hiem suc khoe,1.0
1745924493281541,bao hiem nhan tho,1.0
1745924493281541,bao hiem cho bo me,1.0
1745931289947528,bao hiem suc khoe,1.0
1745931289947528,bao hiem nhan tho,1.0
1745931289947528,tu van bao hiem,1.0
1745931289947528,tai tuc bao hiem,1.0
1745973289943328,bao hiem nhan tho,1.0
1745973289943328,bao hiem suc khoe,1.0
1745973289943328,bao hiem cho nguoi lon tuoi,1.0
1745973289943328,thoi han bao hiem,1.0
1745987146608609,bao hiem suc khoe,1.0
1745987146608609,bao hiem nhan tho,1.0
1745987146608609,bao hiem cho nguoi lon tuoi,1.0
1745987146608609,thoi han bao hiem,1.0
1745987733275217,tu van,1.0
1745987733275217,lien he,1.0
1745996183274372,tu van,1.0
1745996183274372,bao hiem nhan tho,1.0
1745996183274372,bao hiem suc khoe,1.0
1745996183274372,sun life,1.0
1745996183274372,quyen loi,1.0
1746039253270065,tu van,1.0
1746039253270065,bao hiem suc khoe,1.0
1746039253270065,bao hiem nhan tho,1.0
1746039253270065,bao hiem cho nguoi cao tuoi,1.0
1746039253270065,tham dinh suc khoe,1.0
1746039253270065,aia,1.0
1746090853264905,bao hiem nhan tho,1.0
1746090853264905,bao hiem suc khoe,1.0
1746095143264476,loai tru,1.0
1746095143264476,benh co san,1.0
1746095143264476,aia,1.0
1746095143264476,sun life,1.0
1746095143264476,quy dinh bao hiem,1.0
1746100086597315,tư vấn bảo hiểm,1.0
1746100086597315,bệnh nền,1.0
1746100086597315,điều khoản loại trừ,1.0
1746103096597014,quy trình thẩm định,1.0
1746103096597014,kê khai sức khỏe,1.0
1746103096597014,khám sức khỏe bảo hiểm,1.0
1746162836591040,tư vấn bảo hiểm,1.0
1746162836591040,đại lý bảo hiểm,1.0
1746162836591040,aia,1.0
1746162836591040,sun life,1.0
1746221566585167,tu van bao hiem,1.0
1746221566585167,san pham bao hiem,1.0
1746221566585167,tham dinh y te,1.0
1746221566585167,dieu khoan loai tru,1.0
1746449513229039,thẻ sức khoẻ,1.0
1746449513229039,bảo hiểm sức khoẻ,1.0
1746450059895651,thẻ sức khỏe,1.0
1746450059895651,bảo hiểm nhân thọ,1.0
1746450059895651,tiền sử bệnh,1.0
1746478743226116,thẻ sức khỏe,1.0
1746478743226116,bảo hiểm doanh nghiệp,1.0
1746655936541730,spam,1.0
1746655936541730,tu van,1.0
1745943679946289,bao hiem nhan tho,1.0
1745943679946289,the suc khoe,1.0
1745943679946289,san pham dau tu,1.0
1745943679946289,dai-ichi,1.0
1745944016612922,mua bao hiem,1.0
1745951283278862,muon mua bao hiem,1.0
1745951283278862,bao hiem nhan tho,1.0
1745951283278862,the suc khoe,1.0
1745951283278862,tinh trang suc khoe,1.0
1745961406611183,tu van bao hiem,1.0
1745961406611183,mua bao hiem,1.0
1745961406611183,aia,1.0
1745965323277458,tu van bao hiem,1.0
1745965323277458,mua bao hiem,1.0
1745965323277458,generali,1.0
1745965323277458,the suc khoe,1.0
1745965323277458,khuyen mai,1.0
1745971873276803,tu van,1.0
1745971873276803,ho so,1.0
1745975963276394,san pham bao hiem,1.0
1745975963276394,the cham soc suc khoe,1.0
1745975963276394,sun life,1.0
1745985416608782,the cham soc suc khoe,1.0
1745985416608782,dai ichi,1.0
1745985416608782,bao hiem benh hiem ngheo,1.0
1745991493274841,bao hiem nhan tho,1.0
1745991493274841,the cham soc suc khoe,1.0
1745991493274841,chi phi y te,1.0
1745991493274841,cathay,1.0
1745992746608049,dieu khoan loai tru,1.0
1745992746608049,thoi gian cho,1.0
1745992746608049,bao hiem suc khoe,1.0
1745997123274278,tu van bao hiem,1.0
1745997123274278,tham dinh ho so,1.0
1745998536607470,tu van bao hiem,1.0
1745998536607470,generali,1.0
1745998536607470,tham dinh ho so,1.0
1746002499940407,tu van bao hiem,1.0
1746002499940407,aia,1.0
1746002499940407,bao hiem suc khoe,1.0
1746002499940407,quyen loi bao hiem,1.0
1746008613273129,suc khoe,1.0
1746008613273129,thuoc men,1.0
1746008676606456,thoi gian dieu tri,1.0
1746020906605233,yeu cau,1.0
1746021623271828,dieu kien bao hiem,1.0
1746021623271828,rui ro suc khoe,1.0
1746021623271828,tham dinh,1.0
1746023916604932,cong viec,1.0
1746023916604932,chuyen doi so,1.0
1746043783269612,tu van,1.0
1746043783269612,bao hiem suc khoe,1.0
1746059169934740,tu van suc khoe,1.0
1746061146601209,bao hiem suc khoe,1.0
1746061146601209,bao hiem nhan tho,1.0
1746061146601209,san pham bao hiem,1.0
1746092839931373,tu van,1.0
1746108096596514,phan van,1.0
1746108096596514,dieu khoan loai tru,1.0
1746108096596514,thoi gian cho,1.0
1746108096596514,tham gia bao hiem,1.0
1746138593260131,san pham va giai phap,1.0
1746138593260131,dieu khoan loai tru,1.0
1746138593260131,tham dinh bao hiem,1.0
1746147429925914,quy trinh tham dinh,1.0
1746147429925914,vai tro tu van vien,1.0
1746147429925914,ho so bao hiem,1.0
1746149473259043,khen,1.0
1746155686591755,tương tác tích cực,1.0
1746171163256874,tương tác tích cực,1.0
1746199113254079,tư vấn bảo hiểm,1.0
1746199113254079,điều khoản loại trừ,1.0
1746199113254079,kê khai trung thực,1.0
1746199113254079,thẩm định sức khỏe,1.0
1746247446582579,tư vấn bảo hiểm,1.0
1746480529892604,chọn công ty bảo hiểm,1.0
1746480529892604,chọn tư vấn viên,1.0
1746480529892604,bảo hiểm sức khỏe,1.0
1746480529892604,generali,1.0
1746482286559095,tu van bao hiem,1.0
1746482286559095,bao hiem suc khoe,1.0
1746482286559095,dai-ichi life,1.0
1745933699947287,the bao hiem,1.0
1745933699947287,manulife,1.0
1745940906613233,so sanh bao hiem,1.0
1745940906613233,the bao hiem,1.0
1745940906613233,manulife,1.0
1745940906613233,giai phap bao hiem toan dien,1.0
1745976953276295,the bao hiem suc khoe,1.0
1745976953276295,bao hiem tre em,1.0
1745976953276295,sun life,1.0
1745976953276295,manulife,1.0
1745976953276295,thoi gian cho,1.0
1745976953276295,dong chi tra,1.0
1745976953276295,tai tuc,1.0
1746017609938896,san pham va giai phap,1.0
1746017609938896,bao hiem suc khoe,1.0
1746017609938896,phi bao hiem,1.0
1746017609938896,quyen loi bao hiem,1.0
1746063663267624,bao hiem suc khoe,1.0
1746063663267624,bao lanh vien phi,1.0
1746063663267624,quyen loi bao hiem,1.0
1746077139932943,bao hiem,1.0
1746085649932092,san pham va giai phap,1.0
1746085649932092,bao hiem suc khoe,1.0
1746085649932092,phi bao hiem,1.0
1746085649932092,quyen loi bao hiem,1.0
1746085649932092,bao lanh vien phi,1.0
1746089019931755,san pham va giai phap,1.0
1746116469929010,san pham va giai phap,1.0
1746116469929010,phi bao hiem,1.0
1746116469929010,the suc khoe,1.0
1746123576594966,so sanh,1.0
1746123576594966,the suc khoe,1.0
1746123576594966,uy tin thuong hieu,1.0
1746123576594966,san pham tre em,1.0
1746196113254379,san pham va giai phap,1.0
1746196113254379,the suc khoe,1.0
1746196113254379,bao hiem tre em,1.0
1746196113254379,chi phi y te,1.0
1746451913228799,san pham va giai phap,1.0
1746451913228799,the suc khoe,1.0
1746451913228799,bao hiem nhan tho,1.0
1746451956562128,san pham va giai phap,1.0
1746451956562128,the suc khoe,1.0
1746451956562128,bao hiem nhan tho,1.0
1746497963224194,bao hiem suc khoe,1.0
1746497963224194,san pham aia,1.0
1746497963224194,boi thuong nhanh,1.0
1745909909949666,san pham aia,1.0
1745909909949666,trai nghiem tot,1.0
1745917859948871,dong chi tra,1.0
1745917859948871,dieu khoan loai tru,1.0
1745917859948871,bao hiem tre em,1.0
1745918859948771,dong chi tra,1.0
1745918859948771,bao hiem tre em,1.0
1745918859948771,benh vien cong,1.0
1745922373281753,thong tin ca nhan,1.0
1745935436613780,quyen loi bao hiem,1.0
1745935436613780,dong chi tra,1.0
1745935436613780,gioi han chi tra,1.0
1745975123276478,dieu khoan loai tru,1.0
1745975123276478,chi phi xet nghiem,1.0
1745975123276478,pham vi bao hiem,1.0
1745977999942857,kinh nghiem bao hiem,1.0
1745977999942857,dieu khoan bao hiem,1.0
1745977999942857,quy trinh boi thuong,1.0
1745977999942857,quyen loi bao hiem,1.0
1745977999942857,phi bao hiem,1.0
1745980353275955,so sanh cong ty bao hiem,1.0
1745980353275955,toc do chi tra,1.0
1745980353275955,ung dung bao hiem,1.0
1745980353275955,dich vu tu van,1.0
